msoa11_cd,msoa11_hclnm,subgroup_code,subgroup_name,all_ages,wk_05,wk_06,wk_07,wk_08,wk_09,wk_10,wk_11,wk_12,wk_13,wk_14,wk_15,wk_16,wk_17,wk_18,wk_19,wk_20,wk_21,wk_22,wk_23,wk_24,wk_25,wk_26,wk_27,wk_28,wk_29,wk_30,wk_31,wk_32,wk_33,wk_34,wk_35,wk_36,wk_37,wk_38,wk_39,wk_40,wk_41,wk_42
E02005864,Toton,6a3,Detached Retirement Living,8267,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,5,NA,4,10,NA,12,12,26
E02006906,"Kimberley South, Trowell & Awsworth",6a3,Detached Retirement Living,12656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,6,7,4,7,18,44,44
E02005865,Ravenshead & Newstead,6a3,Detached Retirement Living,8293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,17,18,17
E02005866,Calverton & Woodborough,8a2,Industrious Hardship,9416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,20,19,26
E02005868,Redhill,6a3,Detached Retirement Living,7159,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,12,23,40
E02005869,Arnold Town,8d2,Hard-Pressed Ethnic Mix,6089,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,19,25
E02005870,Daybrook,8d2,Hard-Pressed Ethnic Mix,6868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,27,25
E02005871,Plains Estate,6b2,White Suburban Communities,7147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,28,35
E02005872,Burton Joyce & Lambley,6a3,Detached Retirement Living,6220,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,20,25
E02005873,Woodthorpe & Arno Vale,6a4,Ageing in Suburbia,10050,NA,NA,NA,NA,NA,NA,NA,3,NA,8,6,14,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,9,28,49,42
E02005874,Mapperley & Porchester,6b4,Older Workers and Retirement,8715,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,4,9,29,27
E02005875,Gedling North,8d2,Hard-Pressed Ethnic Mix,8034,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,6,8,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,16,18,28
E02005876,Gedling South,5b2,Communal Retirement,8962,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,14,30,36
E02005877,Carlton Hill,5a2,Multi-Ethnic Professionals with Families,7107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,10,31,34
E02005878,Carlton,5a2,Multi-Ethnic Professionals with Families,10155,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15,38,36
E02005879,Netherfield & Colwick,8d2,Hard-Pressed Ethnic Mix,7630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,5,12,17
E02006835,Bestwood Village,5a2,Multi-Ethnic Professionals with Families,6051,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,9,17,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,29,24
E02005880,Church Warsop & Meden Vale,8a2,Industrious Hardship,6388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,4,15
E02005881,Market Warsop,8a1,Industrious Transitions,6265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,4,16
E02005882,"Manor, Hornby & Peafields",6b3,Semi-Detached Ageing,7558,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,5,18
E02005883,Woodhouse,8d3,Hard-Pressed European Settlers,8517,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,7,3,NA,NA,5,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,11,11,17
E02005884,Yeoman Hill & Maun Valley,6b3,Semi-Detached Ageing,5926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,13
E02005885,Abbott Road & Pleasley Hill,8a2,Industrious Hardship,8297,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,8,14
E02005886,Forest Town & Newlands,6a3,Detached Retirement Living,11245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,14,25
E02005887,Mansfield Town Centre & Broomhill,7a1,Transitional Eastern European Neighbourhoods,10584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,4,6,4,15,30
E02005888,Newgate & Carr Bank,7a1,Transitional Eastern European Neighbourhoods,8513,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,5,3,NA,NA,NA,NA,24,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,3,10,13
E02005889,Grange Farm & Ladybrook,8a2,Industrious Hardship,10507,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,4,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,3,NA,5,12,18
E02005890,Eakring & Ling Forest,6b3,Semi-Detached Ageing,6705,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,10,7,13
E02005891,Oak Tree & Ransom Wood,7a3,Multi-Ethnic Hardship,6498,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,3,3,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,4,7,6,14
E02005892,"King's Walk, Berry Hill & Oakham",6a3,Detached Retirement Living,12310,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,3,4,6,15,21,35
E02005893,Ollerton & Boughton,8a2,Industrious Hardship,11116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,6,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,12,26,13
E02005894,Edwinstowe & Clipstone,8a1,Industrious Transitions,10868,NA,NA,NA,NA,NA,NA,NA,NA,5,10,NA,NA,3,9,NA,NA,NA,4,7,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,4,8,27,35
E02005895,"Muskham, Sutton on Trent & Walesby",1a2,Established Farming Communities,7980,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,14,11
E02005896,"Winthorpe, Coddington & Collingham",1a2,Established Farming Communities,7553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,7,14
E02005897,Blisthorpe & Farnsfield,6a3,Detached Retirement Living,9404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,14,19,21
E02005898,Rainworth & Blidworth,8a1,Industrious Transitions,11266,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,7,9,15,20,18
E02005899,Newark North,7a1,Transitional Eastern European Neighbourhoods,12465,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,11,10,12,8,NA,NA,NA,NA,3,8,10,10
E02005900,Southwell,5b3,Self-Sufficient Retirement,7387,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,11,28,22
E02005901,Newark South East,5a1,White Professionals,9813,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,9,NA,NA,NA,NA,NA,NA,9,17,14
E02005902,Newark South West,8d3,Hard-Pressed European Settlers,8342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,8,NA,NA,NA,5,4,3,14,18
E02005903,Balderton,6b2,White Suburban Communities,10096,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,3,NA,NA,3,NA,3,6,5,7
E02005904,"Fernwood, Farndon & Fiskerton",1a2,Established Farming Communities,9331,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,15,18,9
E02005905,"Lowdham, Bleasby & Gunthorpe",1a2,Established Farming Communities,6800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,37,49,80,15
E02005906,East Bridgford & Aslockton,1b2,Rural White-Collar Workers,7439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,16,18
E02005907,Bingham,6a4,Ageing in Suburbia,10197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11,NA,NA,4,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,6,8,16
E02005908,Radcliffe on Trent & Shelford,6a3,Detached Retirement Living,9418,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,6,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,7,8,17,16
E02005909,Lady Bay,5b1,Delayed Retirement,8532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,21,39,44
E02005910,West Bridgford,2a3,Students and Professionals,9651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,7,70,75,68
E02005911,Gamston & Holme Pierrepoint,6a1,Indian Tech Achievers,8730,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,3,4,3,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,5,12,11,33,29
E02005912,Compton Acres & Lutterell,6a1,Indian Tech Achievers,9487,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,5,4,3,5,4,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,11,35,39
E02005913,Edwalton,6a1,Indian Tech Achievers,7910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,5,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,10,6,26,31,23
E02005914,Cotgrave,8a1,Industrious Transitions,8113,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,5,10,12,NA,NA,NA,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,14,38,38
E02005915,"Cropwell Bishop, Kinoulton & Upper Broughton",1b2,Rural White-Collar Workers,5730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,9
E02005916,Ruddington,5a1,White Professionals,7856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,6,12,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,NA,7,NA,17,31,40
E02005917,"Keyworth North, Tollerton & Willoughby",6a3,Detached Retirement Living,5795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,6,8,24
E02005918,Keyworth South,6a3,Detached Retirement Living,5168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5,21
E02005919,"Ratcliffe, Sutton Bonington & Gotham",1b2,Rural White-Collar Workers,6889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,30,25
E02005920,East Leake,6a3,Detached Retirement Living,8269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,21
E02005921,"Cropredy, Wroxton & Shennington",1b2,Rural White-Collar Workers,5752,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,4,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7
E02005922,Banbury Hardwick,5a1,White Professionals,8241,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,NA,4,4,NA,3,6,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,9
E02005923,Banbury Neithrop,4a1,Private Renting Young Families,5881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5
E02005924,Banbury Grimsbury,4a2,Social Renting New Arrivals,11863,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,NA,9,10,6,10,14,4,7,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,7,9
E02005925,Banbury Ruscote,8d3,Hard-Pressed European Settlers,8452,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,8,NA,5,10,7,9,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,8
E02005926,Banbury Easington,6b2,White Suburban Communities,8400,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,3,14,5,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,8,7
E02005927,Banbury Calthorpe,5a2,Multi-Ethnic Professionals with Families,5080,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,4,3,6,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA
E02005928,"Bodicote, Adderbury & Bloxham",1b2,Rural White-Collar Workers,9727,NA,NA,NA,NA,NA,NA,NA,NA,7,3,7,4,5,3,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,10,8
E02005929,"Sibford, Hook Norton & Milcombe",1b2,Rural White-Collar Workers,6968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,9,NA
E02005930,"Deddington, Steeple Aston & Heyfords",1b2,Rural White-Collar Workers,8477,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,5
E02005931,"Caversfield, Ambrosden & Fringford",1b2,Rural White-Collar Workers,10158,NA,NA,NA,NA,NA,NA,NA,NA,4,7,8,7,4,4,16,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,7,NA,4,8,12
E02005932,Bicester North,5a2,Multi-Ethnic Professionals with Families,6554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,6
E02005933,Bicester East,6b2,White Suburban Communities,7356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,7,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,8
E02005934,Bicester West,6b2,White Suburban Communities,8810,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,7,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E02005935,Bicester South,5a1,White Professionals,7901,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,10,8
E02005936,"Islip, Arncott & Chesterton",1a2,Established Farming Communities,11847,NA,NA,NA,NA,NA,NA,NA,NA,3,9,4,4,4,7,7,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,5,4,13,10,16
E02005937,Kidlington North,5a2,Multi-Ethnic Professionals with Families,6818,NA,NA,NA,NA,NA,NA,NA,NA,5,7,NA,6,8,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,4,4,3
E02005938,Kidlington South,6b1,Multi-Ethnic Suburbia,5548,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA
E02005939,"Begbrooke, Yarnton & Water Eaton",5a3,Families in Terraces and Flats,6670,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,10,5
E02005940,Wolvercote & Cutteslowe,5b1,Delayed Retirement,5605,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,4
E02005941,Summertown,5b1,Delayed Retirement,7015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,13,13,12
E02005942,North Central Oxford,2a1,Student Communal Living,6580,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,4
E02005943,Marston,4c3,Inner City Ethnic Mix,6142,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,5,NA,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,3,5,9
E02005944,Barton,4a1,Private Renting Young Families,6931,NA,NA,NA,NA,NA,NA,NA,NA,3,9,13,4,4,4,14,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,4,NA,NA
E02005945,Headington,4c3,Inner City Ethnic Mix,14973,NA,NA,NA,NA,NA,NA,NA,NA,3,16,13,14,5,8,9,9,5,4,NA,NA,NA,NA,NA,NA,NA,3,3,NA,4,5,NA,4,NA,6,13,22,24,16
E02005946,Risinghurst & Sandhills,5a2,Multi-Ethnic Professionals with Families,7451,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,6,6,NA,9,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,5
E02005947,Oxford Central,2a1,Student Communal Living,18189,NA,NA,NA,NA,NA,NA,7,NA,3,3,6,5,4,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,3,5,NA,5,5,4,8,7,23,26
E02005948,"Osney, Jericho & Port Meadow",2a3,Students and Professionals,6995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12
E02005949,Churchill,4a1,Private Renting Young Families,7146,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,16,7,3,12,11,3,NA,NA,NA,NA,NA,NA,5,NA,7,NA,NA,NA,3,3,NA,4,5,11,27,25,12
E02005950,East Central Oxford,2a3,Students and Professionals,10603,NA,NA,NA,NA,NA,NA,NA,NA,4,6,3,NA,NA,NA,6,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,NA,5,8,25,20,28,24
E02005951,Grandpont & New Hinksey,2a3,Students and Professionals,5524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,3
E02005952,Cowley North,4b1,Asian Terraces and Flats,13431,NA,NA,NA,NA,NA,NA,NA,3,NA,11,17,5,12,NA,4,5,3,6,3,NA,NA,NA,NA,NA,NA,NA,4,4,NA,7,NA,6,11,9,12,28,34,32
E02005953,Iffley Fields,2a3,Students and Professionals,4990,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,5,9
E02005954,Cowley South & Iffley,4c3,Inner City Ethnic Mix,9161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,6,8,7,9,NA,3,3,NA,NA,NA,NA,NA,NA,NA,9,4,4,NA,5,NA,3,NA,NA,6,11,4,8
E02005955,Littlemore & Rose Hill,4a1,Private Renting Young Families,9783,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,19,NA,5,NA,NA,5,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,4,4,5,8
E02005956,Blackbird Leys,4a1,Private Renting Young Families,5722,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,6,5,NA,4,5,6,NA,7,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,6
E02005957,Greater Leys,4a1,Private Renting Young Families,6216,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,9,9,NA,6,4,NA,NA,6,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,4,NA,NA,NA,7,3,5
E02005958,Thame North,5a1,White Professionals,5328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,4
E02005959,Beckley & Horspath,1b2,Rural White-Collar Workers,5667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,7
E02005960,Thame South,5b3,Self-Sufficient Retirement,7227,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,4,4,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,7
E02005961,Wheatley & Great Haseley,6b2,White Suburban Communities,6672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5
